time,balance,drawdown_pct
2026-01-28 20:17:23.718863,1000.0,0.0
2026-01-28 20:18:24.571255,1000.0,0.0
2026-01-28 20:19:24.934175,1000.0,0.0
2026-01-28 20:20:25.295714,1000.0,0.0
2026-01-28 20:21:25.667778,1000.0,0.0
2026-01-28 20:22:26.025493,1000.0,0.0
2026-01-28 20:23:26.389878,1000.0,0.0
2026-01-28 20:24:26.761633,1000.0,0.0
2026-01-28 20:25:27.138925,1000.0,0.0
2026-01-28 20:26:27.505559,1000.0,0.0
2026-01-28 20:27:27.971840,1000.0,0.0
2026-01-28 20:28:03.063356,1000.0,0.0
2026-01-28 20:29:03.960962,1000.0,0.0
2026-01-28 20:30:04.483806,1000.0,0.0
2026-01-28 20:31:05.174608,1000.0,0.0
2026-01-28 20:32:05.657637,1000.0,0.0
2026-01-28 20:33:06.027975,1000.0,0.0
2026-01-28 20:34:06.391696,1000.0,0.0
2026-01-28 20:35:06.815210,1000.0,0.0
2026-01-28 20:36:07.256227,1000.0,0.0
2026-01-28 20:37:07.637034,1000.0,0.0
2026-01-28 20:38:08.004324,1000.0,0.0
2026-01-28 20:39:08.367501,1000.0,0.0
2026-01-28 20:40:08.750897,1000.0,0.0
2026-01-28 20:41:10.094593,1000.0,0.0
2026-01-28 20:42:10.457188,1000.0,0.0
2026-01-28 20:43:10.820796,1000.0,0.0
2026-01-28 20:44:11.194754,1000.0,0.0
2026-01-28 20:45:11.557294,1000.0,0.0
2026-01-28 20:46:11.929646,1000.0,0.0
2026-01-28 20:47:12.294826,1000.0,0.0
2026-01-28 20:48:12.660361,1000.0,0.0
2026-01-28 20:49:13.030337,1000.0,0.0
2026-01-28 20:50:13.401461,1000.0,0.0
2026-01-28 20:51:13.763016,1000.0,0.0
2026-01-28 20:52:14.125843,1000.0,0.0
2026-01-28 20:53:14.487488,1000.0,0.0
2026-01-28 20:54:14.846982,1000.0,0.0
2026-01-28 20:55:15.208821,1000.0,0.0
2026-01-28 20:56:15.573483,1000.0,0.0
2026-01-28 20:57:15.936178,1000.0,0.0
2026-01-28 20:58:16.302856,1000.0,0.0
2026-01-28 20:59:16.685020,1000.0,0.0
2026-01-28 21:00:17.212977,1000.0,0.0
2026-01-28 21:01:17.719183,1000.0,0.0
2026-01-28 21:02:18.083378,1000.0,0.0
2026-01-28 21:03:18.449366,1000.0,0.0
2026-01-28 21:04:18.818504,1000.0,0.0
2026-01-28 21:05:19.181264,1000.0,0.0
2026-01-28 21:06:19.541470,1000.0,0.0
2026-01-28 21:07:19.954220,1000.0,0.0
2026-01-28 21:08:20.390672,1000.0,0.0
2026-01-28 21:09:20.755522,1000.0,0.0
2026-01-28 21:10:21.260719,1000.06,0.0
2026-01-28 21:11:21.622273,1000.06,0.0
2026-01-28 21:12:22.044270,1000.06,0.0
2026-01-28 21:13:22.430378,1000.06,0.0
2026-01-28 21:14:22.803136,1000.06,0.0
2026-01-28 21:15:23.163312,1000.06,0.0
2026-01-28 21:16:23.523319,1000.06,0.0
2026-01-28 21:17:23.886219,1000.06,0.0
2026-01-28 21:18:24.258506,1000.06,0.0
2026-01-28 21:19:24.680973,1000.06,0.0
2026-01-28 21:20:25.103149,1000.06,0.0
2026-01-28 21:21:25.481217,1000.06,0.0
2026-01-28 21:22:25.845780,1000.06,0.0
2026-01-28 21:23:26.207284,1000.06,0.0
2026-01-28 21:24:26.596647,1000.06,0.0
2026-01-28 21:25:26.956880,1000.06,0.0
2026-01-28 21:26:27.325944,1000.06,0.0
2026-01-28 21:27:27.722188,1000.06,0.0
2026-01-28 21:28:28.087502,1000.06,0.0
2026-01-28 21:29:28.450581,1000.06,0.0
2026-01-28 21:30:28.819644,1000.06,0.0
2026-01-28 21:31:29.179044,1000.06,0.0
2026-01-28 21:32:29.545985,1000.06,0.0
2026-01-28 21:33:29.912473,1000.06,0.0
2026-01-28 21:34:30.277233,1000.06,0.0
2026-01-28 21:35:30.660174,1000.06,0.0
2026-01-28 21:36:31.028216,1000.06,0.0
2026-01-28 21:37:31.400445,1000.06,0.0
2026-01-28 21:38:31.784506,1000.06,0.0
2026-01-28 21:39:32.158515,1000.06,0.0
2026-01-28 21:40:32.531184,1000.06,0.0
2026-01-28 21:41:32.903961,1000.06,0.0
2026-01-28 21:42:33.271191,1000.06,0.0
2026-01-28 21:43:33.667344,1000.06,0.0
2026-01-28 21:44:34.039646,1000.06,0.0
2026-01-28 21:45:34.662651,1000.06,0.0
2026-01-28 21:46:35.031891,1000.06,0.0
2026-01-28 21:47:35.404136,1000.06,0.0
2026-01-28 21:48:35.773708,1000.06,0.0
2026-01-28 21:49:36.145422,1000.06,0.0
2026-01-28 21:50:36.522166,1000.06,0.0
2026-01-28 21:51:36.897898,1000.06,0.0
2026-01-28 21:52:37.279211,1000.06,0.0
2026-01-28 21:53:37.653517,1000.06,0.0
2026-01-28 21:54:38.032040,1000.06,0.0
2026-01-28 21:55:38.403714,1000.06,0.0
2026-01-28 21:56:38.797172,1000.06,0.0
2026-01-28 21:57:39.175612,1000.06,0.0
2026-01-28 21:58:39.546388,1000.06,0.0
2026-01-28 21:59:39.941954,1000.06,0.0
2026-01-28 22:01:28.428550,1000.06,0.0
2026-01-28 22:02:29.235612,1000.06,0.0
2026-01-28 22:03:29.627500,1000.06,0.0
2026-01-28 22:04:30.043903,1000.06,0.0
2026-01-28 22:05:30.420326,1000.06,0.0
2026-01-28 22:06:30.802191,1000.06,0.0
2026-01-28 22:07:31.182253,1000.06,0.0
2026-01-28 22:08:31.555266,1000.06,0.0
2026-01-28 22:09:31.937105,1000.06,0.0
2026-01-28 22:10:32.314154,1000.06,0.0
2026-01-28 22:11:32.696481,1000.06,0.0
2026-01-28 22:12:33.089622,1000.06,0.0
2026-01-28 22:13:33.469045,1000.06,0.0
2026-01-28 22:14:33.850361,1000.06,0.0
2026-01-28 22:15:34.224578,1000.06,0.0
2026-01-28 22:16:34.632603,1000.06,0.0
2026-01-28 22:17:35.024072,1000.06,0.0
2026-01-28 22:18:35.395837,1000.06,0.0
2026-01-28 22:19:35.779805,1000.06,0.0
2026-01-28 22:20:36.260665,1000.06,0.0
2026-01-28 22:21:36.641467,1000.06,0.0
2026-01-28 22:22:37.015337,1000.06,0.0
2026-01-28 22:23:37.393625,1000.06,0.0
2026-01-28 22:27:37.173941,1000.06,0.0
2026-01-28 22:35:18.000122,1000.06,0.0
2026-01-28 22:35:28.090688,1000.06,0.0
2026-01-28 22:36:28.676989,1000.06,0.0
2026-01-28 22:37:29.054703,1000.06,0.0
2026-01-28 22:38:29.415125,1000.06,0.0
2026-01-28 22:39:29.785064,1000.06,0.0
2026-01-28 22:40:30.161297,1000.06,0.0
2026-01-28 22:41:30.523593,1000.06,0.0
2026-01-28 22:42:30.887154,1000.06,0.0
2026-01-28 22:43:31.257477,1000.06,0.0
2026-01-28 22:44:31.631037,1000.06,0.0
2026-01-28 22:45:31.995847,1000.06,0.0
2026-01-28 22:46:32.366878,1000.06,0.0
2026-01-28 22:47:32.738220,1000.06,0.0
2026-01-28 22:48:33.104144,1000.06,0.0
2026-01-28 22:49:33.469485,1000.06,0.0
2026-01-28 22:50:33.840796,1000.06,0.0
2026-01-28 22:51:34.208531,1000.06,0.0
2026-01-28 22:52:34.573498,1000.06,0.0
2026-01-28 22:53:34.936301,1000.06,0.0
2026-01-28 22:54:35.317057,999.97,0.01
2026-01-28 22:55:35.697166,999.97,0.01
2026-01-28 22:56:36.066272,999.97,0.01
2026-01-28 22:57:36.435514,999.97,0.01
2026-01-28 22:58:36.805495,999.97,0.01
2026-01-28 22:59:37.177267,999.97,0.01
2026-01-28 23:00:37.550254,999.97,0.01
2026-01-28 23:01:37.920056,999.97,0.01
2026-01-28 23:02:38.285007,999.97,0.01
2026-01-28 23:03:38.652179,999.97,0.01
2026-01-28 23:04:39.023964,999.97,0.01
2026-01-28 23:05:39.390620,999.97,0.01
2026-01-28 23:06:39.761352,999.97,0.01
2026-01-28 23:07:40.135423,999.97,0.01
2026-01-28 23:08:40.503255,999.97,0.01
2026-01-28 23:09:40.869319,999.97,0.01
2026-01-28 23:10:41.237050,999.97,0.01
2026-01-28 23:11:41.605732,999.97,0.01
2026-01-28 23:12:41.972920,999.97,0.01
2026-01-28 23:13:42.348261,999.97,0.01
2026-01-28 23:14:42.718158,999.97,0.01
2026-01-28 23:15:43.084394,999.97,0.01
2026-01-28 23:16:43.456866,999.97,0.01
2026-01-28 23:17:43.820439,999.97,0.01
2026-01-28 23:18:44.184164,999.97,0.01
2026-01-28 23:19:44.554169,999.97,0.01
2026-01-28 23:20:44.922066,999.97,0.01
2026-01-28 23:21:45.283654,999.97,0.01
2026-01-28 23:22:45.648504,999.97,0.01
2026-01-28 23:23:46.017691,999.97,0.01
2026-01-28 23:24:46.407939,999.97,0.01
2026-01-28 23:25:46.773136,999.97,0.01
2026-01-28 23:26:47.140819,999.97,0.01
2026-01-28 23:27:47.504046,999.97,0.01
2026-01-28 23:28:47.873768,999.97,0.01
2026-01-28 23:29:48.243292,999.97,0.01
2026-01-28 23:30:48.610490,999.97,0.01
2026-01-28 23:31:48.972963,999.97,0.01
2026-01-28 23:32:49.340831,999.97,0.01
2026-01-28 23:33:49.715707,999.97,0.01
2026-01-28 23:34:50.077776,999.97,0.01
2026-01-28 23:35:50.442318,999.97,0.01
2026-01-28 23:36:50.805943,999.97,0.01
2026-01-28 23:37:51.171773,999.97,0.01
2026-01-28 23:38:51.538022,999.97,0.01
2026-01-28 23:39:51.906254,999.97,0.01
2026-01-28 23:40:52.274235,999.97,0.01
2026-01-28 23:41:52.643061,999.97,0.01
2026-01-28 23:42:53.012530,999.97,0.01
2026-01-28 23:43:53.381589,999.97,0.01
2026-01-28 23:44:53.749804,999.97,0.01
2026-01-28 23:45:54.122035,999.97,0.01
2026-01-28 23:46:54.491092,999.97,0.01
2026-01-28 23:47:54.868115,999.97,0.01
2026-01-28 23:48:55.233552,999.97,0.01
2026-01-28 23:49:55.596083,999.97,0.01
2026-01-28 23:50:55.972638,999.97,0.01
2026-01-28 23:51:56.337018,999.97,0.01
2026-01-28 23:52:56.705837,999.97,0.01
2026-01-28 23:53:57.074536,999.97,0.01
2026-01-28 23:54:57.449431,999.97,0.01
2026-01-28 23:55:57.848004,999.97,0.01
2026-01-28 23:56:58.212881,999.97,0.01
2026-01-28 23:57:58.577545,999.97,0.01
2026-01-28 23:58:58.943996,999.97,0.01
2026-01-28 23:59:59.314883,999.97,0.01
2026-01-29 00:00:59.754813,999.97,0.01
2026-01-29 00:02:00.116320,999.97,0.01
2026-01-29 00:03:00.486402,999.97,0.01
2026-01-29 00:04:00.855024,999.79,0.03
